,school,program,overallScore,review_body
505,springboard,Data Analytics Career Track,4.7,"Its been a great experience for me, i have learned and upgraded my knowledge here a lot. I would suggest someone who is looking for a good knowledge and learning they should definitely choose springboard . The mentor and carrer coach helps you throughout... Read More the programme .Read Less"
506,springboard,Data Science Career Track,4.7,"About me - BA in Mathematics with an emphasis in Statistics from a State University (2019). 3.0 GPA -28 years old at the time -No internships, relevant work or volunteer experience in the tech field. In fact, my general work experience was 3 years at... Read More Mcdonalds, then 7 at a Resort as a bartender. -Spent 30-50 hours a week studying. 10-20 hours a week working on my resume, cover letter, connections, and job searching. -Got a job offer and accepted an entry level Data Scientist position at about 4-5 months into the program. Currently still in after 3 months, love it. Pros: -Springboard itself is great and has a lot of the materials needed to learn the basics of DS. The reading/videos/coding can be tiresome at time, but just take it one step at a time and you'll near the end eventually. Take good notes and read every single line, do as much as the coding as you can but don't spend too much time on it, spend more time on your capstones as these are what will probably make or break your chances of landing a DS position. Make a daily/weekly schedule to make sure you complete the program on time. I recommend 5-7% completion every week, at least for the first couple of months. It will get harder as you go and you will suffer burnout too. But if you could accomplish more early on when you're still full of energy, then you'll have some room to slow down or take a break later on in the course if needed. -Mentors are smart and always there if you need something -Career coaches are great. I recommend getting to know them early on as I feel like besides learning the DS skills itself, this part of the program was the most beneficial. Unfortunately, if you're like me with a not so pretty background, the coaches might hit you with some reality that you will most likely become a Data Analyst first before ever becoming a DS. But if you run into one that truly cares, they can help you out so much. I attribute my current DS position to my career coach's help. So while all the career coaches are great and helpful, if you can find one where you see that they truly care about you and your job search, I recommend making a connection with that person and making as much calls to them as possible. -Cost is relatively doable for the bootcamps I've looked at so far. The payment options are nice as well -Customer service is excellent and quick to answer any questions Cons -Not sure if this is a true con, but many of study materials are free or attainable with a subscription fee. But that can be said about most schools too so. What's great is the structure and how one can learn the materials through repetition even though the beginning may be quite confusing. -Signed up for DS career track, but was told by many, except one, that I will most likely land a DA role before getting a DS position. Although that one person did help me beat the odds and get a DS position even though I've no true experience. But this is rare apparently, and requires dedication. -There's not too much cons about Springboard itself.... Overall, if you stick to Springboard and can push yourself then you'll succeed. Springboard is a great bootcamp that helped launched my career and can yours as well.Read Less"
507,springboard,Data Analytics Career Track,5.0,"I took Springboard's Data Analytics career track from Dec. 2020 to July 2021. I found the career track to be well structured, with a great overview of the data analytics process from top to bottom. You learn how to apply problem solving frameworks with... Read More technical skills, and then tell a story with your data. I took the career track as part of ongoing education at my current job, so I did not utilize the job support function of the program. That being said, the course absolutely helped me achieve my objective of creating a comprehensive mental model of the data analytics process; something I had known in many different parts over my career and the curriculum helped me to assemble into a comprehensive whole. I am confident in my ability to leverage data analytics to solve business problems, and extract value from data. The entire career track is a not-insignificant time commitment, and can definitely be challenging at parts (something I consider a good thing). You have regular mentor meetings which were very helpful to me in staying on track and collaborating on different ideas for the capstone projects. I liked how the curriculum pulled a variety of sources together and focused on practical examples. TLDR; Great investment for your time and money and this bootcamp will provide you the tools to provide value and leverage the power of data as a data analyst. I also think it forms a nice cornerstone for future learning (and continuing to build your own human capital!).Read Less"
508,udacity,Data Analyst,5.0,"What a wonderful way to learn I am very grateful for this featured program, I really benefited from this wonderful experience. I learned how to search for the information myself and use Google with all professionalism, and I learned the quality of creating... Read More projects through frequent reviews that are useful in ensuring the quality of the project. Thank you very muchRead Less"
509,springboard,Data Analytics Career Track,5.0,"I chose Springboard over other ones because of the mentorship aspect. Pros - - an easy interface - they help arrange study groups - the projects are challenging but manageable - there is a slack channel to ask questions and share feedback - weekly meeting... Read More with a mentor Cons - they are growing so there were so minor hiccups in the assignments but they respond quickly to problems I just graduated so I don't have a job yet, but the career support has been useful so far.Read Less"
510,practicum-bootcamp,Data Scientist,5.0,"I started learning Data Science a year ago through MOOC's like Udemy, Coursera but after completing so many of those program, I was lost when it comes to starting a project. I did not know how to structure my thinking the data science way. I started looking... Read More for project based bootcamp that would not cost an arm and a leg. After reviewing various bootcamp in the US, I settled for Practicum by Yandex Data Scientist bootcamp. Firstly because it was cheap and you end up with 15 real life projects. Also, because the first Sprint which was free was so attractive to turn down. The curriculum is structured like a real tech company where you train on the platform for a week or two and work on a project the next week. After completing the first free sprint, I was hooked. I fell in love with the platform so much that I was coding at any free time I have. If your goal is to learn to code for real, think like a data scientist or analyst, then Practicum by Yandex is for you. My favorite part of the program is the project and code review. It can also be the annoying part because project review can take two to three cycle with corrections back and forth with your reviewer. At the end when your project is approved, there is that satisfaction that comes from achieving a feat. I love the weekly webinars on different topics in data science and the fact that you can connect with your tutors and peers through a common slack channel. My coding has improved from the live coding section with tutors. I believe that I am truly on my way to becoming a data scientist. I am currently in the 10 sprint but I already have some interviews lined up based on the strength of my portfolio. There is the optional career development at the end of the program for the US market with job guarantee but I haven't gotten there yet to see how good it is but I can tell you, with the strength of what I have done so far, getting a job shouldn't be a problem.Read Less"
511,springboard,Data Analytics Career Track,4.3,"Let me Go with Pros First , Highly structured Program, Good content ,Resources . Good Connecting channels with other students mentors ,teachers with Slack Unlimited Mentor Calls are defnetly a big pro With Cons Counsellors can be little better in making... Read More sure we have the right mentor and also the course curriculum is followed and done well ,THey are good ,they can get better in connecting with their respective mentees .Read Less"
512,ironhack,Data Analytics Bootcamp,5.0,"I got a recommendation from a friend to do the Data Analysis course and can't be more satisfied with the experience. I did the remote course, which is a good idea for sparing time (transportation...), which will be much needed if you do it full time.... Read More Expect being around 10-12 hours/day in front of the screen, and thinking about nothing else. At the end of the course you'll be amazed by how much you've learned, and how hard you can work in order to fulfill duedates. Totally worth it.Read Less"
513,springboard,Data Science Career Track,5.0,"Pros: Lots of opportunities to learn about unfamiliar material. Lots of homework so I could practice what I learned. It was helpful to build a project-based portfolio to show what I learned and could do. I'm planning on going back and improving my portfolio... Read More as much as possible. Cons: After I completed an assignment, it would have been useful to view another's (A+) completed assignment so I could compare and learn from my mistakes.Read Less"
514,ironhack,Data Analytics Bootcamp,5.0,"The Data Analytics Bootcamp from Ironhack Lisbon is really a life-changing experience. David (lead teacher) and Fred (teacher assistant) for the May cohort were on point with the content and the empathy with everyone that was struggling, while at the... Read More same time challenging the ones that were ahead. The campus staff was also very proactive with our demands and anticipating our problems.Read Less"
515,springboard,Data Science Career Track,5.0,"This course has been a great experience! After searching for hours on how to jumpstart my learning and career in data science I found Springboard. It's a great all around program that not only focuses on your study but your professional goals as well.... Read More With mentors, career coaches, advisors, and etc. there's really nothing you cant accomplish. Everything is well planned out to help you succeed in understanding the material and landing that job!Read Less"
516,ironhack,Data Analytics Bootcamp,5.0,"Moving from a different background I took a leap of faith by doing the IRONHACK Lisbon Data Analytics Bootcamp and I would definitively do it again! Amazing May 2021 cohort co-students, outstanding teachers, remarkable environment (with gorgeous Tejo... Read More river views), helpful and emphatic campus staff. The study material focused beyond what I was expecting in the curriculum for this type of course and was presented in a clear and organized way, with lots of actual examples from the Lead Teacher experience. It was hard, a lot happened that sometimes made me doubt the process, but through ups and downs I trusted it and felt supported by all, so I do totally recommend IRONHACK Lisbon Data Analytics Bootcamp.Read Less"
517,springboard,Data Science Career Track,4.7,"The fully online, largely self-paced program made it possible for me to learn while coping with a demanding work schedule. Overall, I’ve thoroughly enjoyed the curated program and the 1:1 mentorship. The mentorship is where I’ve got the most out of this... Read More program. It really does give you an in-depth insight into how data scientists works, and their industry best practices. This program would be a great choice for those who: - wants to have direct interaction with career data scientists and learn about the industry best practices - can only or prefers to do a 100% online bootcamp - prefers a self-paced, self-learning type of program rather than a classroom style/ group work type of program Call outs: - if you reside outside of US/ Canada, certain career development topics/ opportunities may not be as relevant. Find a career coach you resonate with though, there are still a lot you can get out of the career coaching sessions - if you are in the Asia timezone, it will likely be difficult for you to enjoy the office hours and networking events. It’s usually scheduled in the afternoon US Pacific timezone For those who are wondering if you can manage the program, my suggestion would be to try out the Data Science Prep Course. During the course of selecting which education provider to go for, I’ve tried the prep course from a few bootcamp providers. It was the early interaction with an industry mentor that convinced me this learning journey is worthwhile.Read Less"
518,springboard,Data Analytics Career Track,5.0,"I had a great experience in the Data Analytics course with Springboard. The curriculum is well planned and you learn a wide variety of skills. I also enjoyed meeting with a mentor each week to be able to ask questions when I was stuck or uncertain. For... Read More my Capstone project, I was able to use both Python and Tableau for the analysis which was exciting as I had been completely unfamiliar with both of these tools before starting this course. Now that I have finished, I feel I have developed a new skillset that can take me to the next level with my current employer.Read Less"
519,practicum-bootcamp,Data Analyst,5.0,"I just finished the Intro to Data Analysis course and I loved it! As a musician, I'd been struggling to make a living since the pandemic started, so I decided to try out Practicum. I didn't have any experience in coding, so I was worried that it might... Read More be too difficult, but it turned out to be great! I found the course interesting and useful. I really liked the interactive platform. I was able to learn the material and code right there — no need to use other resources. Everything was explained in a friendly way (and that's really important to me as a newbie) and I reached out the support whenever I got stuck. They responded very quickly and helped me a lot, which really impressed me. I would also like to mention the community in Slack. They were friendly and my community manager was really supportive. I'm glad I decided to take the course provided by Practicum by Yandex, as I have already learned a lot and don't plan on stopping. I'm starting the full course in a couple of weeks and I'm very excited to see what awaits me there!Read Less"
520,practicum-bootcamp,Data Analyst,5.0,"I've always wanted to break into data analysis because it would be a great boost for my career. I did my research and decided to go with Practicum by Yandex. Going forward, I have no regrets! Currently, I'm in the middle of the Data Analyst program. So... Read More far, I like that Practicum has a good and detailed course structure. The material is well-written and easy to understand. There are 12 projects that become part of your portfolio once you finish. I completed 6 projects so far and I found them engaging. Of course, they were challenging, but believe it or not, this is the real deal. I'd also like to highlight the dedicated support team. My cohort is guided by a professional tutor and a very friendly community manager. Also, there's a senior student who makes sure that my questions and queries are answered promptly. I got lucky with my group mates, and it's a great feeling when you can discuss stuff with them. Every two weeks our tutor organizes live coding webinars where upcoming projects are explained and there's a Q&amp;A session as well. At the end of the program, there's going to be the career acceleration part and I'm so excited about that. One thing that I'd like to say though is that the work of the platform could be improved because sometimes it can be slow. But it happens rarely and it gets fixed pretty quickly. The Practicum team are always improving the course and they are very open about the feedback they receive! They are there for you throughout the whole journey, so you won't feel alone! I highly recommend the Practicum by Yandex Data Analyst program if you're looking for new opportunities to kickstart a career in the field of data analysis.Read Less"
521,ironhack,Data Analytics Bootcamp,5.0,"Amazing content, it covers everything we need to start being successful in this growing field. Incredible team, starting at the professors and ending in the people that manage everything at the place and a special thanks for the mentoring in getting us... Read More a job afterwards. The classes are astonishing, very well structured in order to be of easy understanding, very intensive though, what makes an amazing Bootcamp to prepare us for the real-life that we are looking for. No words to thank you enough, Once again Ironhack is the best one, so glad that I made that choice... Let's find us a job till the end of the monthRead Less"
522,springboard,Data Engineering Career Track,5.0,"Springboard is an online learning platform that prepares students for the tech industry’s most in-demand careers with comprehensive, mentor-led online programs in software engineering, data science, machine learning, UI/UX design, cybersecurity, and more!... Read More This school is amazing and prepares students to make the rubber meet the road.Read Less"
523,springboard,Data Science Career Track,4.3,"Pros: Expansive curriculum that presents substantive exercises on the most important/common aspects of Data Science; mentor is a tremendous fount of insight; capstone projects are completely open for you to choose subject matter, data science problem,... Read More models, etc. The benefit of this freedom is that you really have to take take the proverbial 'reins' and carefully think about how you want to frame a problem, and how you want to approach with solutions. But your mentor is always there to bounce ideas off of. ; very supportive and accommodating staff. Cons: This may not be an issue for all students but my pace suffered a bit because I didn't have sufficient computing power necessary to executing the more intensive code that is iterating over very large datasets.Read Less"
524,springboard,Data Science Career Track,3.7,"The course was very informative and helpful.Learnt a lot from it and I think I can apply my news skills in the job field very well.My mentor was excellent and supportive.All the stuffs like, career coaches, Student super visor , community people are very... Read More supportive and co operative.Read Less"
525,springboard,Data Science Career Track,3.7,"The course was very informative and helpful.Learnt a lot from it and I think I can apply my news skills in the job field very well.My mentor was excellent and supportive.All the stuffs like, career coaches, Student super visor , community people are very... Read More supportive and co operative.Read Less"
526,practicum-bootcamp,Data Scientist,5.0,"I will be eternally grateful to Practicum for 'launching' me in data science field. Had I not done this bootcamp, I would have never managed to do so many projects, learn about so many different techniques and models which are widely used in the industry... Read More and not just data science related stuff but even general coding in python. I started this course because I did my bachelors in statistics so data science was a natural choice for me. Many students get placed in such roles so I thought that having done this bootcamp will give me an edge. And thanks to this course I changed my masters ( graduate degree) from statistics to computer science because I realised that I like coding much more than statistics. During this course we touched down on all aspects, statistics required, business value, working with text, time series, computer vision, sql queries in python, data mining using api and more. The tutors are there to solve your queries regarding any topic, if life gets in the way and you cannot meet a deadline let your community manager know and they will help you out and also the community, you become a part of, helps you at every step! They also have a career acceleration program where they get you real world projects from companies which you can add to your resume.Read Less"
527,springboard,Data Analytics Career Track,5.0,Springboard is by so far the best online bootcamp I have ever seen with real life projects that helped me explore more and expand my knowledge. The way the curriculum is designed is well outlined with adequate learning materials. The one to one mentor... Read More that we are assigned and the unlimited mentor calls that are accessible 24/7 made my learning process so much interesting and easy. Last but not least the students advisors and Career Coaches are as amazing as the rest of SpringBoard teams.  The mentors are highly qualified and were able to guide me in the right direction. I had no experience with data analytics but SpringBoard is an eye opener for me. The Slack community channel is another engaging platform for experience sharing and meeting students. I have just finished my course with fully equipped knowledge and more confidence than ever to apply for jobs. I highly recommend SpringBoard for anyone that wants to make a career change. Read Less
528,springboard,Data Analytics Career Track,4.7,"If you have baseline knowledge of statistics, business and Excel then this is a very great course! Personally, I did not have any knowledge of Excel prior to this course and very little in business and finances, so it took me a bit longer to finish the... Read More course. However, beyond that, the SQL, Python and Tableau/Power BI skills were amazing and intuitive. Highly recommend!Read Less"
529,springboard,Data Science Career Track,5.0,"Pros: 1. Curriculum - The curriculum provides all of the essential knowledge that it needed for a data scientist. The web interface is neatly organized by chapters, and is created to make the learning process build upon each other. 2. Mentor - The assigned... Read More mentor I had was very professional and knowledgeable. He was able to answer any questions I had regarding the material. Even though I had only one Skype call with him a week, he would respond to any questions I had via messaging in a fast manner. 3. Community - There are thousands of other Springboard Alumni and a Slack community that were helpful when I came across issues with projects. Con: 1. Accountability - As it is an online course, you have to hold yourself accountable and pace yourself. Each assignment that needs to be completed have a rough estimate of completion time. I would take them with a grain of salt, as some assignments can take longer to complete.Read Less"
530,springboard,Data Science Career Track,5.0,"Pros: 1:1 Mentoring. They will guide you through the curriculum, help you set goals, keep you accountable if that's something that you want or need. The program has also an active Slack community, On demand Mentor Support, Career Support, Career Lessons... Read More and 3 different types of specializations, to meet different needs. It also has a lot of hands on case studies and 2 Data Science Capstone Projects. Con: I have to say that I started to really appreciate the program in the second part of it. The mentor change, the 2 Capstones and joining a group study with weekly meetings made the program more enjoyable. Overall, it was a really good decision to pick Springboard.Read Less"
531,springboard,Data Science Career Track,5.0,Pros: working with an industry professional as a mentor that guides you through your capstone projects and gives incredible resources that further your education. I was able to learn so much over the course of this program. Cons: none! I absolutely loved... Read More it.Read Less
532,springboard,Data Analytics Career Track,4.7,"After examining several bootcamps and being in final talks with a local bootcamp, I decided to go with Springboard. It was half the cost and allowed students to move at their own pace. Because the work is self-paced, it does mean that you are watching... Read More a lot of videos, reading articles, and doing online practice through things like LinkedIn Learning and DataCamp. However, you are definitely not alone. Once a week, you check in with your mentor, there are one-on-one mentor calls that you can schedule with different mentors, and there is a very strong and supportive online Slack channel. The data analytics course leads you through five main skills - Excel, statistics, SQL, Tableau/Power BI and Python, all of which have projects supporting them. Additionally, there is a big emphasis on job skills throughout the course and you are given several check-ins with career coaches (you can choose to work with the same one or switch up throughout). As I have recently finished the course, I am now experiencing the post-completion part of the program, which offers you even more job support in the form of additional meetings with a career coach. I've had a very positive experience along the way and would do it all over again.Read Less"
533,springboard,Data Science Career Track,5.0,"The Springboard Data Science career track was a great course that helped me solidify my knowledge of data science and gave me the confidence to apply for data science positions. The program was flexible which allowed me to complete the course while having... Read More to take care of a 4 month old baby. No other program gave. E that flexibility. The program also has great hands on learning material which helped me understand and practice the coding and data science process. The career resources were very helpful. I’m a senior level professional and still found the job search information very helpful. In my journey to learning data science I have taken a masters degree, online self learning and Springboard. If I could do it all over again, I would have take. Springboard first. If it’s not obvious, I would highly recommend Springboard’s Data science career track to anyone who would like to transition to this field.Read Less"
534,springboard,Data Analytics Career Track,3.3,"Pros: Great introduction to data analysis. Felt like a got a good feel for the breadth and process. My favorite part of the curriculum was the projects and real-life case studies. ""Doing"" facilitates learning so well. Great mentorship program. Knowledgeable... Read More and helpful professionals. It was helpful to having career coaches to motivate me to get my foot in the door for interviews. Cons: A good portion of the curriculum is directed elsewhere: Youtube videos, Datacamp, etc. I wondered at times if the curriculum was worth the thousands of dollars. I had a couple of encounters with career coaches and student advisors that gave the impression of inflexibility. If I was going to graduate, it had to be their way, including all the busy work that I deemed unnecessary or unhelpful. Overall, I enjoyed the program and learned a lot from it. And I can't complain: I'm a full-time data analyst!Read Less"
535,springboard,Data Science Career Track,4.7,"Pros: The course covers the fundamentals of data wrangling, exploratory analysis, statistical inference, machine learning models, and model performance evaluation. Of course, it allows you to go deeper into your preferred topics. Your mentor helps you... Read More with any doubt and question that may arise during the course. It is mandatory to have one call per week with your mentor but you may schedule more calls when it is needed. You get into practice with lots of exercises and capstone projects that simulate real life experiences. Great support from Springboard in your job search: lots of tips, strategies for writing your resume and career coach calls. Cons: Very intensive course!! You need to be sure you have the time to fulfill all the requirements. (actually this is not a con but perhaps a warning)Read Less"
536,springboard,Data Science Career Track,5.0,"I completed Data Science course recently. I would recommend this course, because I really like the way the course is structured and support that I had. I got all needed knowledge for this industry and understood which direction I most interested in being... Read More productive.Read Less"
537,springboard,Data Analytics Career Track,4.0,"Springboard overall gets the job done. The curriculum was sufficient enough to prepare you for intro positions for analytics if you are just getting into it. If you already have a background connected to data analytics then this is a solid course to help... Read More you expand your skillset or pivot your career choice. They will teach you or expose you to fundamentals of Excel, SQL, visualization tools, and Python adequately. You will learn how to read charts and data. There is a good amount of hands on experience to gain while working through the course. Most of their partners they use for the curriculum have descent courses but some are not great for beginners with code. They're support team with the advising team was excellent, understanding, and prompt when I needed help. They also were great at introducing you to the community among the alumni and students. They also provided great resources like access to awesome online informational events that also provided networking . This is also just my experience with the 2 advisors I had. Sarah and Molly. The Career mentoring seemed beneficial for someone unexperienced with the job search or network building. I did feel like the calls I did were good but were lacking. This was not the mentors fault in my opinion. They most likely have to big of a work load. This comes out in how rushed the call feels and the mentor can not take extra time to really connect with the student and flesh out the purpose of the call. This also forces some of them to stick to there script to hit all their points during the call. I will say the mentors that I used were friendly and informative. There's also a on call support team that will help you whenever you get stuck. I only used it once but it was nice to have available. You get a assigned mentor that works in the industry and acts as your professor pretty much if compared to regular college. I had an excellent mentor that was kind, patient, and knowledgeable. Springboard was overall a good experience for and I feel prepared to begin my new career in data analytics.Read Less"
538,springboard,Data Science Career Track,2.7,"Pros: Datacamp resource - I really liked in-browser coding paired with short lecture videos to be very effective to get practice with the key parts of data science problem solving. There were lots of practice exercises that helped give me a better understanding... Read More of the concepts. Mentorship - I really liked my mentor, he was very experienced and had lots of industry knowledge, and it was obvious he had a strong grasp of the subject matter. As a part of the curriculum you work on 2 Capstone projects, and several other ad-hoc projects with the guidance of your mentor. My mentor provided helpful feedback and advice for lot of the machine learning methods I tried and gave me a starting point to work on the project. Cons: Many parts of Springboard curriculum is just reading articles on data science or youtube recordings which can be find online. The video/audio quality was not the best. I think it would have been much better for Springboard to make some videos covering perhaps similar material but improve audio and video quality and create a more cohesive curriculum instead of many seemingly unrelated videos. Also, none of the assignments have answer keys provided to students, so there are not many ways to check your work. The machine learning unit's videos and assignments are almost entirely taken from a college class. The ad hoc projects were useful to get practical examples to refer to, but a few lectures from the class did not feel adequately sufficient to develop a good understanding of machine learning concepts and AI techniques.Read Less"
539,springboard,Data Science Career Track,5.0,"I began Springboard largely due to the 1 on 1 mentoring and had an overall great experience for this reason. While the curriculum is good, the two independent capstone projects is where I learned the vast majority of the skills and knowledge I needed... Read More to be a data scientist. I am not sure I would have been able to do these projects without the aid of my mentor. I was truly surprised by how much I learned, and at about 2/3 of the way through the course, I was able to apply what I learned to my current job by developing all kinds of machine learning applications. The career coaching was also a huge benefit in teaching me how to look for jobs, network, as well as develop resumes, Linkedin profile, and cover letters.Read Less"
540,ironhack,Data Analytics Bootcamp,1.0,"Dear Leadies and Gentelmen, I will share with you my terrible experience with Ironhack hoping that it will be useful to you and that you will not make the mistake I made. I also read a lot of reviews and saw very few negative ones, even ignoring them... Read More thinking that these were just exceptions, people who did not want to learn something new. But now I know they were people telling the truth. I don't want to offend anyone, I just see Ironhack as a service provider and I evaluate it as I see it. So let's begin! 1. The Teacher – Ignacio Soretas He can't speak English properly! He has a hard time understanding what we said, of course, I understand that English is not his mother language, but this is not just about pronunciation, it’s about the word combination he uses. He just lacks the ability to explain, to express himself correctly. Also, if you ask him a question, either verbal or written, he cannot understand what you are asking him, he cannot answer the question. It happened very often we asked him the same question in 1283091238901 different ways, just to understand what we are asking him and he again either says that he does not understand the questions or starts talking nonsense. Things that have nothing to do with the question. Example: Question: Hey Ignacio, how to clean this data? Answer: It’s very important to clean your data. OR I don't understand what you're asking ################################################################################################# It flows from topic to topic. Very often while talking about one topic he turns to another or goes back explaining some things he forgot to say, but we talked about them 2 hours ago and now he remembered to say them. Let me give you a similar example that will help us understand what I mean. Let's imagine that we have a task to cook a pizza. I guess most of the people reading this post know how to cook pizza and that's why I chose this example. Here's how Ignacio Soretas would explain how to cook a pizza. Example: Once you bought the dough from the store now roll it out and start making a pizza, then Michael Jackson was a very famous singer of the time, I forgot to tell you that he had no children, take the pizza out of the oven and eat. This was an example that contained words and objects that are close to our daily lives. It was easy to detect the catch, but now imagine he is talking about stuff you hear for the first time like data analysis, statistics etc... It’s impossible to understand what he means, but he left you with confusion with many questions. ################################################################################################# 2. Curriculum The simplest and most basic things we all need to know we’re not explained. Things like how to create a table (Data Frame) in Pandas (Python library used to operate with data). How to fill this table with information. How to change the values in the table and other basic stuff. The biggest downside is that they didn't teach us to THINK like a data analyst, they didn't teach us how to ask questions and how to check them, through the data, how to clean data, and many many more. ################################################################################################# Also, the exercises we had to do were not well structured and are not suitable for beginners. Task descriptions are very bad, it is difficult to understand what they want from us even for a person who is a native English speaker. Very often the exercises included tasks that were not adequate for everyday life. Things that have nothing to do with us. Difficult to assimilate and thus further complicate the understanding of the task. For example, things like some Pokemons and similar cartoon characters. We had the task to process a table with the characteristics of Pokemon and draw conclusions about them. Like ‘Who is the strongest Pokemon?’. As you can guess for people who have never seen this cartoon and have no idea about Pokemon, the difficulty of the task increases. Once because you do not understand what information the table contains and second because you do not understand how the code work, with which you are trying to process the table. It would be much better if the exercises contained things that are much closer to the problems in real life, things that we encounter every day, such as tables with information about food and so on. ################################################################################################# The lectures were nothing more than reading aloud, and there was nothing of added value. Not to mention that there were days when the lectures lasted about 4-5 hours from 9 to 14:00 in the afternoon and after such a long listening nothing remains in your head. The information should be conveyed in small steps and at small intervals, not a lot of information together. ################################################################################################# Often they said to us that if we had questions we should ask Google or our teammates and if we failed then we would ask for help from the assistant or the teacher. Well, this brings us automatically to the question if I have to ask my classmates or Google then why did I pay you more than 7K euros? ################################################################################################# SQL is the number 1 required skill to find a job as a data analyst, well we learn it only for one week… but spend 3 weeks in ML doing something that nobody understands, and nobody will hire us to make a model that we don’t understand how they work. Tableau is the number 2 required skill to find a job as a data analyst but we learn it only one day! ONLY ONE DAY, yes you read right ONLY ONE DAY! ################################################################################################# 3. Job support is even worst. I will tell you only that few months later I can’t find a job in the analytics field, and I will end there, hopefully, I helped you to understand what are the hidden costs of taking a Bootcamp at Ironhack. ################################################################################################# Of course, there are many more bullshits around them but yea, that’s enough for now. As a summary! STAY AWAY from IRONHACK! STAY AWAY from IRONHACK! Go to Udemy, Coursera, etc… and remember Data Analytics isn’t a sprint it’s a lifelong journey!Read Less"
541,springboard,Data Science Career Track,4.0,"Springboard has a an amazing coursework, it also provides great mentor support and student advising team support. their Career coaching was exceptional and they helped me in every stage of job search. Would recommend it to all aspirant Data scientist..... Read MoreRead Less"
542,springboard,Data Science Career Track,5.0,"Prior joining Springboard, I had some technical background and experience with Data Science but struggled to actually get a job. After going through the process judiciously and with great dedication, I can confidently say Springboard has helped me build... Read More a robust and very competitive portfolio. The curriculum typically covers everything needed to succeed. My favorite part of Springboard is the one-on-one mentorship where you could brainstorm, learn and typically create a connection with a professional who is willed to help you succeed. Also, the career coaches are really helpful. The underestimated section where many students miss out is the Springboard slack community where you get all the answers, motivation and collaborations on almost any topic. However, I would suggest Springboard encourage collaborations between students by adding a group capstone project. This would benefit on many levels -- technical skill like git usage and soft skills like teamwork, collaboration etc.Read Less"
543,springboard,Data Analytics Career Track,4.3,"It was very easy to move through the curriculum and check things off as you go. Videos generally helped lots, especially with small things like where a button is. Mentors I'm sure can be hit or miss, mine was great. I'd like to see them expand on how... Read More to display the projects you do online as a portfolio, but it's easy enough to do it yourself.Read Less"
544,udacity,Data Analyst,4.0,I get this scholarship and I was glad to get it it was really amazing the organization of audacity and quick response of the support team besides the quality of lessons are amazing. in addition to a weekly schedule for studying which made by the Egyptian... Read More ministry of communication is really un expected and credible for me as it organized each what should study plus helpful and supportive webinar on zoom. any student who wants technical help can require help in the fwd community. for all mentioned reasons above this online experience was amazing.Read Less
545,springboard,Data Science Career Track,5.0,"If you want be challenged or enjoy being challenged, then Springboard is for you. If you want to be successful in as little as 4 months to 6months, then Springboard is for you. When I started Springboard I wasn’t very sure what I was doing. All I knew... Read More was that I want to transition to new career. I have a mechanical engineering and Mathematics background and wanted to transition into data science. It took me a year of research before choosing Springboard. I tell my friends that Springboard built me and they understand why. In just 4 months of intensive studies I built my first computer vision system, and performed 3+ personal data analysis and predictive modeling projects. Springboard mentors and coaches are another level, those guys will push you and work with you till you start seeing yourself for who you are truly. Springboard offers flexibility so I took breaks to have fun and returned to the course to help my sanity. Although I went really hard on myself because I was on their job guarantee, I really think it would be the same experience for anyone who wants it as bad as I did. One month before my course completion I was getting interviews already. A month later after completion, I had 4 job offers to choose from. And that wasn’t enough. Even after I accepted one of the initial offers, more came in. I started the course in January and finished in July. I took multiple breaks which sums up to 2 months. I invested 40+ hours a week in July while working full time job to finish the remaining course. I started the program as a prep student and then took the exam and was admitted into the career track. If you aren’t afraid of challenge, I encourage you to try it out. They have slack community I found helpful throughout my prep course and career track course. As soon as I was admitted into the career track, and understood the basics I started using stack overflow and library documentations more when I need help or trapped. The mentors( meets you 1:1 weekly) also gave me resources that helped me. All of my mentors were working as in an industry in a data science field and gave me up to date information. If you find me on LinkedIn, I will be happy to share more and answer questions you may have about my experience.Read Less"
546,springboard,Data Science Career Track,5.0,"There is a lot of material online that teaches data science concepts such as machine learning and deep learning. Anyone capable of completing an online boot camp could probably successfully learn on their own. Springboard gives benefits beyond the actual... Read More curriculum. There are no concerns about the curriculum - they curate online sources so that you don't have to worry about assessing quality. While there were occasionally problems with dead links, these always seemed to be fixed relatively quickly. Springboard was the strongest in career coaching. I'm confident in my technical skills, but have always felt uneasy while networking. Springboard's coaches offered plenty of assistance in that regard. I have no regrets about taking this course.Read Less"
